State Name,City Name,Year,Month,Day of Week,Time of Day,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver Gender,Driver License Status,Alcohol Involvement,Accident Location Details
Mizoram,Pune,2023,February,Tuesday,21:06,Fatal,3,Cycle,0,0,Clear,Urban Road,Dry,Dusk,,112,36,Male,Valid,Yes,Curve
Rajasthan,Visakhapatnam,2018,October,Sunday,15:48,Serious,4,Truck,1,1,Rainy,National Highway,Under Construction,Daylight,Police Checkpost,105,35,Male,Valid,No,Straight Road
Gujarat,Unknown,2021,January,Friday,13:53,Fatal,5,Bus,2,0,Stormy,State Highway,Under Construction,Dark,Signs,38,63,Male,Valid,Yes,Intersection
Uttar Pradesh,Unknown,2020,November,Thursday,3:07,Serious,4,Auto-Rickshaw,10,2,Clear,National Highway,Dry,Dark,,51,30,Male,Expired,Yes,Intersection
Uttar Pradesh,Unknown,2021,March,Tuesday,14:26,Minor,2,Car,1,5,Stormy,State Highway,Wet,Dawn,Police Checkpost,129,27,Female,,No,Intersection
Uttar Pradesh,Unknown,2019,October,Thursday,18:21,Serious,4,Pedestrian,1,5,Clear,Village Road,Dry,Dark,Police Checkpost,45,68,Male,Valid,Yes,Bridge
Tamil Nadu,Unknown,2018,August,Monday,4:41,Serious,4,Auto-Rickshaw,3,4,Rainy,Urban Road,Under Construction,Daylight,Signs,86,69,Male,Expired,Yes,Straight Road
Kerala,Unknown,2020,January,Friday,15:15,Fatal,1,Cycle,7,0,Foggy,National Highway,Wet,Daylight,Signals,112,37,Male,Valid,No,Curve
Uttarakhand,Dwarka,2023,July,Monday,15:58,Fatal,5,Bus,9,3,Clear,State Highway,Under Construction,Dusk,,121,24,Female,,No,Straight Road
Uttar Pradesh,Unknown,2018,March,Sunday,21:53,Minor,3,Cycle,10,5,Stormy,National Highway,Under Construction,Dawn,Signs,35,72,Male,,No,Curve
Andhra Pradesh,Unknown,2019,July,Friday,18:07,Serious,4,Cycle,10,3,Hazy,State Highway,Dry,Dawn,,50,37,Female,Expired,Yes,Curve
Meghalaya,Jodhpur,2019,November,Friday,21:37,Serious,5,Cycle,7,3,Clear,National Highway,Damaged,Daylight,Signs,42,46,Male,,No,Intersection
Puducherry,Mysore,2019,April,Tuesday,18:37,Fatal,5,Truck,8,1,Hazy,National Highway,Under Construction,Dusk,Signals,61,43,Female,Expired,No,Straight Road
Gujarat,Unknown,2023,September,Saturday,3:41,Serious,4,Cycle,6,5,Hazy,State Highway,Wet,Dark,Signs,117,54,Male,Expired,No,Intersection
Madhya Pradesh,Unknown,2019,July,Friday,23:52,Serious,5,Truck,8,3,Foggy,Village Road,Under Construction,Dark,Signals,96,63,Male,,Yes,Intersection
Jammu and Kashmir,Unknown,2023,March,Wednesday,11:41,Serious,2,Truck,10,0,Clear,Village Road,Under Construction,Daylight,Signs,96,42,Male,,No,Intersection
Uttar Pradesh,Mangalore,2021,July,Thursday,11:23,Serious,5,Truck,3,2,Stormy,National Highway,Under Construction,Daylight,Signals,115,33,Female,,No,Intersection
Kerala,Unknown,2021,November,Tuesday,22:41,Serious,1,Bus,8,2,Clear,Village Road,Under Construction,Dawn,Police Checkpost,109,44,Male,,No,Intersection
Uttar Pradesh,Unknown,2019,July,Thursday,1:28,Minor,5,Auto-Rickshaw,1,2,Rainy,State Highway,Damaged,Dusk,Signs,123,45,Male,,No,Straight Road
Karnataka,Unknown,2020,August,Saturday,8:34,Serious,5,Cycle,9,3,Clear,State Highway,Wet,Daylight,Signs,112,45,Male,,No,Curve
West Bengal,Unknown,2020,November,Saturday,8:21,Fatal,1,Bus,8,2,Stormy,Urban Road,Dry,Dusk,,116,48,Female,Expired,Yes,Intersection
Chhattisgarh,Madurai,2020,April,Thursday,9:25,Minor,4,Cycle,5,0,Stormy,State Highway,Dry,Dusk,,96,60,Male,Valid,Yes,Intersection
Bihar,Unknown,2019,November,Monday,2:28,Fatal,2,Auto-Rickshaw,6,2,Hazy,National Highway,Under Construction,Dusk,Signals,65,58,Male,Valid,Yes,Intersection
Gujarat,New Delhi,2023,September,Friday,12:50,Serious,4,Truck,4,2,Hazy,Urban Road,Under Construction,Dark,Signals,72,41,Female,Expired,No,Straight Road
West Bengal,Coimbatore,2019,April,Sunday,5:15,Minor,2,Cycle,7,2,Foggy,National Highway,Dry,Daylight,Signals,85,70,Male,Expired,Yes,Intersection
Nagaland,Siliguri,2019,March,Sunday,2:07,Serious,1,Cycle,6,5,Clear,Village Road,Under Construction,Daylight,,115,22,Female,,No,Bridge
Gujarat,Nagpur,2018,April,Friday,9:21,Serious,3,Cycle,3,5,Rainy,State Highway,Under Construction,Dark,,73,63,Male,Expired,Yes,Curve
Haryana,Unknown,2023,June,Friday,3:28,Serious,1,Bus,8,2,Stormy,National Highway,Under Construction,Daylight,,97,45,Female,,Yes,Bridge
Madhya Pradesh,Unknown,2020,December,Sunday,22:19,Serious,2,Truck,8,0,Rainy,State Highway,Dry,Dawn,Signals,123,54,Female,,No,Straight Road
Tripura,Unknown,2020,March,Wednesday,17:01,Serious,3,Bus,8,2,Rainy,National Highway,Wet,Dawn,Signals,92,52,Male,Valid,No,Intersection
Tripura,Chennai,2021,January,Friday,7:22,Minor,2,Car,7,0,Stormy,Urban Road,Dry,Daylight,Signals,44,58,Male,Valid,Yes,Intersection
Tripura,Unknown,2023,November,Sunday,12:25,Fatal,4,Auto-Rickshaw,2,4,Stormy,Village Road,Under Construction,Daylight,Signals,124,36,Male,Valid,No,Intersection
Tamil Nadu,Unknown,2021,February,Friday,4:30,Serious,3,Truck,7,2,Hazy,State Highway,Under Construction,Daylight,Signals,45,21,Male,,Yes,Bridge
Rajasthan,Unknown,2023,May,Friday,12:09,Minor,4,Truck,6,2,Hazy,State Highway,Under Construction,Dusk,Police Checkpost,122,43,Male,Valid,Yes,Bridge
Sikkim,Varanasi,2022,November,Friday,7:21,Fatal,3,Truck,2,4,Stormy,National Highway,Under Construction,Dusk,Signs,105,46,Female,,No,Intersection
West Bengal,Bangalore,2020,April,Friday,8:15,Fatal,5,Pedestrian,7,2,Clear,State Highway,Dry,Daylight,Signals,64,58,Female,Expired,No,Intersection
Arunachal Pradesh,Mysore,2023,October,Thursday,15:44,Minor,5,Truck,8,5,Stormy,State Highway,Dry,Dusk,,54,39,Male,,No,Intersection
Telangana,Coimbatore,2023,April,Wednesday,14:14,Serious,4,Two-Wheeler,-1,3,Rainy,State Highway,Damaged,Dark,Signs,102,39,Female,,Yes,Bridge
Kerala,Nagpur,2021,December,Thursday,8:30,Serious,1,Auto-Rickshaw,2,3,Rainy,National Highway,Under Construction,Daylight,Police Checkpost,92,17,Male,Valid,Yes,Straight Road
Gujarat,Unknown,2020,October,Friday,3:47,Minor,5,Car,1,2,Rainy,National Highway,Damaged,Daylight,Signals,39,56,Male,Valid,Yes,Bridge
Kerala,Kanpur,2019,June,Friday,17:47,Minor,5,Cycle,1,5,Stormy,State Highway,Under Construction,Dark,Signs,105,49,Female,Valid,No,Bridge
Jammu and Kashmir,Unknown,2022,December,Saturday,7:53,Serious,4,Truck,2,3,Rainy,Village Road,Dry,Daylight,Signs,113,40,Female,Valid,Yes,Straight Road
Madhya Pradesh,Unknown,2020,October,Thursday,3:10,Fatal,5,Cycle,7,4,Stormy,Village Road,Wet,Dark,Signs,71,54,Male,,No,Intersection
Punjab,Chennai,2019,April,Saturday,13:48,Fatal,2,Cycle,2,2,Rainy,National Highway,Under Construction,Dark,,104,69,Male,Valid,No,Curve
Kerala,Dwarka,2021,October,Thursday,11:18,Fatal,1,Auto-Rickshaw,6,2,Rainy,Village Road,Wet,Dark,Signals,66,53,Male,Expired,No,Curve
Jharkhand,Unknown,2023,November,Thursday,11:18,Minor,4,Car,4,2,Rainy,State Highway,Dry,Dusk,Police Checkpost,39,40,Male,,Yes,Intersection
Delhi,Unknown,2023,March,Wednesday,15:40,Serious,3,Car,7,3,Rainy,Village Road,Damaged,Dusk,Police Checkpost,52,64,Male,Expired,No,Intersection
Tripura,Unknown,2018,October,Friday,15:07,Minor,4,Car,3,5,Clear,State Highway,Wet,Daylight,,110,56,Female,Expired,No,Curve
Haryana,Unknown,2023,March,Monday,8:19,Serious,2,Two-Wheeler,7,0,Rainy,State Highway,Wet,Dark,,63,24,Male,Valid,Yes,Straight Road
Kerala,Surat,2019,October,Tuesday,14:33,Serious,5,Truck,10,0,Clear,Village Road,Damaged,Dusk,Signs,66,61,Female,,No,Intersection
Tamil Nadu,Unknown,2019,February,Saturday,7:29,Serious,5,Car,7,2,Clear,State Highway,Wet,Dark,Signs,106,52,Female,Valid,No,Intersection
Karnataka,Unknown,2020,January,Wednesday,8:01,Fatal,1,Truck,3,2,Clear,State Highway,Damaged,Daylight,Signs,111,30,Male,,No,Intersection
Jammu and Kashmir,Unknown,2020,August,Friday,21:37,Fatal,3,Truck,3,3,Rainy,National Highway,Under Construction,Dusk,Signals,55,31,Male,Expired,No,Intersection
Uttarakhand,Unknown,2019,February,Wednesday,12:40,Fatal,4,Car,6,3,Clear,State Highway,Dry,Daylight,Police Checkpost,97,61,Male,,No,Intersection
Uttarakhand,Nagpur,2022,October,Sunday,0:09,Minor,5,Auto-Rickshaw,9,2,Rainy,State Highway,Under Construction,Dark,,97,48,Female,,No,Bridge
Delhi,Unknown,2018,April,Friday,17:30,Serious,3,Two-Wheeler,2,2,Clear,Urban Road,Dry,Dusk,,68,30,Male,,No,Curve
Gujarat,Pune,2021,February,Thursday,19:28,Fatal,4,Bus,3,0,Clear,State Highway,Dry,Daylight,Signs,53,29,Female,,No,Straight Road
Bihar,Unknown,2021,December,Saturday,5:14,Serious,4,Car,3,4,Rainy,National Highway,Wet,Daylight,Signs,117,70,Male,Valid,Yes,Straight Road
Andhra Pradesh,Unknown,2023,February,Friday,21:45,Fatal,2,Cycle,7,2,Hazy,State Highway,Under Construction,Daylight,Signs,97,29,Male,Expired,Yes,Curve
Gujarat,Lucknow,2019,April,Tuesday,6:39,Serious,5,Two-Wheeler,4,2,Stormy,National Highway,Dry,Dusk,Police Checkpost,71,49,Female,Valid,Yes,Bridge
Madhya Pradesh,Unknown,2019,May,Saturday,0:14,Serious,4,Auto-Rickshaw,3,5,Clear,State Highway,Damaged,Dark,Police Checkpost,33,56,Female,Expired,No,Intersection
Odisha,Lucknow,2020,December,Tuesday,14:29,Serious,5,Two-Wheeler,0,0,Hazy,Village Road,Under Construction,Dark,Signs,104,25,Male,Valid,No,Bridge
Bihar,Jodhpur,2023,November,Tuesday,0:15,Serious,5,Truck,7,5,Hazy,National Highway,Wet,Dark,Police Checkpost,122,22,Female,,Yes,Intersection
Uttar Pradesh,Unknown,2021,October,Monday,14:59,Fatal,2,Car,6,5,Rainy,Village Road,Under Construction,Dawn,Signs,111,39,Male,Valid,No,Curve
Madhya Pradesh,Unknown,2020,June,Friday,11:29,Minor,5,Bus,9,0,Rainy,State Highway,Wet,Dark,Police Checkpost,44,60,Male,,No,Bridge
Sikkim,Unknown,2020,February,Tuesday,7:41,Serious,4,Auto-Rickshaw,3,0,Foggy,Urban Road,Under Construction,Daylight,Signs,50,56,Male,,No,Bridge
Karnataka,Unknown,2020,March,Sunday,9:03,Fatal,4,Auto-Rickshaw,3,1,Rainy,National Highway,Dry,Dark,Signs,31,22,Female,Valid,Yes,Intersection
Manipur,Unknown,2023,November,Friday,13:47,Serious,5,Cycle,2,0,Foggy,Urban Road,Damaged,Daylight,Signs,110,53,Female,Valid,No,Curve
Sikkim,Chennai,2019,September,Thursday,1:56,Minor,4,Pedestrian,7,0,Rainy,National Highway,Damaged,Dark,Signs,108,56,Male,,Yes,Straight Road
Tripura,Kolkata,2019,January,Thursday,6:41,Serious,3,Car,10,4,Rainy,State Highway,Wet,Dark,Signs,96,53,Male,Expired,Yes,Straight Road
Sikkim,Ahmedabad,2020,November,Wednesday,10:45,Serious,3,Cycle,1,4,Rainy,Village Road,Under Construction,Dusk,Police Checkpost,72,20,Female,,No,Bridge
Meghalaya,Jodhpur,2022,April,Sunday,11:47,Fatal,3,Truck,5,3,Hazy,Village Road,Under Construction,Dark,Signs,125,61,Male,Valid,Yes,Bridge
Tripura,Surat,2021,January,Thursday,9:51,Fatal,2,Car,6,3,Rainy,State Highway,Dry,Dawn,Signals,112,45,Male,,Yes,Bridge
Madhya Pradesh,Udaipur,2020,January,Friday,1:25,Minor,5,Two-Wheeler,1,2,Rainy,State Highway,Wet,Dark,Signs,50,48,Female,Expired,No,Intersection
Manipur,Varanasi,2020,November,Sunday,6:08,Minor,5,Bus,1,2,Foggy,Village Road,Dry,Dusk,Signals,43,36,Male,,Yes,Intersection
Punjab,Unknown,2023,February,Sunday,16:04,Fatal,3,Bus,9,3,Rainy,National Highway,Under Construction,Dark,,38,60,Female,Valid,Yes,Bridge
Meghalaya,Unknown,2018,March,Tuesday,20:44,Serious,5,Truck,7,2,Clear,Village Road,Under Construction,Daylight,,113,53,Female,,Yes,Intersection
Kerala,Lucknow,2020,July,Monday,11:21,Fatal,2,Cycle,3,2,Foggy,National Highway,Under Construction,Dawn,Signals,35,38,Male,Valid,No,Curve
Madhya Pradesh,Unknown,2022,March,Tuesday,6:00,Serious,4,Truck,3,2,Hazy,State Highway,Wet,Dark,Signs,119,17,Male,,No,Straight Road
Maharashtra,Unknown,2020,May,Saturday,5:38,Serious,5,Car,10,2,Clear,State Highway,Dry,Dusk,Signs,96,65,Male,Valid,Yes,Intersection
Uttar Pradesh,Unknown,2020,October,Wednesday,16:38,Minor,4,Two-Wheeler,7,2,Stormy,Village Road,Wet,Dark,Signs,85,55,Male,Valid,No,Intersection
Himachal Pradesh,Mumbai,2023,September,Tuesday,18:51,Serious,1,Pedestrian,7,0,Clear,National Highway,Under Construction,Daylight,,105,24,Male,,No,Curve
Tamil Nadu,Dwarka,2021,March,Sunday,18:39,Fatal,5,Two-Wheeler,8,2,Rainy,Urban Road,Under Construction,Dark,,41,60,Male,,Yes,Intersection
Mizoram,Chennai,2021,April,Friday,16:04,Serious,4,Bus,6,3,Stormy,State Highway,Under Construction,Dark,Police Checkpost,65,55,Male,Expired,No,Intersection
Telangana,Unknown,2019,March,Friday,5:08,Fatal,4,Car,1,2,Rainy,Village Road,Dry,Daylight,Police Checkpost,111,39,Female,Expired,No,Bridge
Kerala,Unknown,2020,May,Wednesday,11:36,Serious,1,Truck,10,5,Clear,State Highway,Under Construction,Dawn,,108,36,Male,,Yes,Bridge
Arunachal Pradesh,Unknown,2019,June,Saturday,14:23,Serious,4,Cycle,6,2,Foggy,State Highway,Under Construction,Daylight,Signs,98,61,Male,Expired,Yes,Intersection
Assam,Unknown,2020,July,Friday,0:49,Fatal,5,Truck,8,2,Hazy,State Highway,Under Construction,Dusk,Signs,104,50,Male,,Yes,Intersection
Meghalaya,Unknown,2020,July,Friday,4:48,Fatal,4,Car,7,0,Rainy,Village Road,Under Construction,Dusk,Police Checkpost,64,15,Male,,Yes,Intersection
Bihar,Unknown,2022,November,Saturday,8:38,Serious,5,Truck,5,0,Clear,National Highway,Wet,Dark,Signs,43,58,Female,Expired,Yes,Bridge
Odisha,Vadodara,2021,May,Tuesday,6:42,Serious,2,Car,1,0,Clear,State Highway,Under Construction,Daylight,Signs,37,39,Female,Expired,No,Intersection
Delhi,Lucknow,2020,October,Tuesday,14:15,Serious,5,Car,2,5,Rainy,State Highway,Damaged,Daylight,Signals,120,63,Male,Valid,No,Curve
Delhi,Unknown,2021,February,Monday,9:07,Serious,4,Truck,6,2,Hazy,State Highway,Dry,Dark,Police Checkpost,113,44,Male,Expired,No,Intersection
Assam,Unknown,2019,July,Monday,12:07,Serious,5,Truck,7,0,Rainy,National Highway,Damaged,Daylight,Signals,92,32,Female,Expired,Yes,Straight Road
Tripura,Vadodara,2020,April,Saturday,12:58,Serious,2,Two-Wheeler,6,5,Rainy,Village Road,Dry,Daylight,Signals,102,57,Female,,Yes,Intersection
Delhi,Unknown,2019,May,Sunday,10:00,Minor,5,Pedestrian,9,0,Stormy,Village Road,Under Construction,Dark,Police Checkpost,94,47,Female,Expired,No,Intersection
Chandigarh,Unknown,2018,December,Wednesday,9:14,Serious,3,Bus,3,0,Rainy,Village Road,Under Construction,Dawn,Signs,37,39,Female,Valid,No,Straight Road
Karnataka,Unknown,2018,May,Friday,22:13,Serious,2,Cycle,0,4,Stormy,National Highway,Wet,Daylight,Police Checkpost,49,67,Male,Expired,Yes,Intersection
Kerala,Unknown,2020,September,Friday,21:19,Serious,2,Auto-Rickshaw,7,0,Foggy,National Highway,Damaged,Daylight,Signs,84,34,Female,Expired,Yes,Curve
Kerala,Mysore,2022,January,Tuesday,20:43,Fatal,2,Car,4,2,Foggy,State Highway,Under Construction,Dawn,Police Checkpost,117,58,Male,Valid,No,Curve
Sikkim,Chennai,2023,July,Tuesday,8:01,Minor,5,Car,1,5,Hazy,National Highway,Wet,Dark,Police Checkpost,84,42,Female,,Yes,Intersection
Kerala,Unknown,2023,November,Monday,21:46,Serious,5,Truck,6,2,Stormy,State Highway,Damaged,Dark,Police Checkpost,32,62,Male,,No,Intersection
Madhya Pradesh,Unknown,2020,January,Tuesday,7:11,Serious,3,Truck,8,3,Clear,Urban Road,Dry,Dark,Police Checkpost,111,33,Male,,No,Curve
Andhra Pradesh,Unknown,2019,March,Sunday,0:51,Serious,2,Cycle,10,3,Clear,State Highway,Damaged,Daylight,Signs,123,53,Male,Expired,No,Straight Road
Uttarakhand,Unknown,2022,October,Monday,16:04,Serious,5,Bus,3,2,Stormy,State Highway,Under Construction,Dusk,Police Checkpost,115,29,Male,,Yes,Intersection
Kerala,Unknown,2021,February,Wednesday,10:34,Serious,2,Car,7,4,Clear,State Highway,Damaged,Daylight,Signals,37,43,Male,Valid,Yes,Straight Road
Manipur,Visakhapatnam,2020,February,Saturday,9:37,Fatal,4,Truck,7,0,Hazy,State Highway,Under Construction,Dark,Police Checkpost,40,52,Male,,No,Intersection
Tripura,Unknown,2021,November,Sunday,7:39,Serious,4,Car,0,0,Rainy,Urban Road,Dry,Daylight,,111,53,Male,,Yes,Bridge
Jharkhand,Madurai,2022,October,Monday,1:34,Minor,5,Auto-Rickshaw,7,2,Clear,State Highway,Dry,Dusk,Police Checkpost,115,40,Male,Valid,No,Intersection
Meghalaya,Unknown,2020,February,Thursday,20:43,Minor,5,Pedestrian,8,5,Rainy,Village Road,Under Construction,Dusk,Police Checkpost,118,26,Male,,No,Straight Road
Chandigarh,Unknown,2019,October,Sunday,18:56,Serious,4,Bus,8,2,Foggy,State Highway,Under Construction,Dawn,Signs,107,30,Female,Expired,No,Curve
Meghalaya,Unknown,2020,January,Sunday,6:53,Serious,4,Truck,8,4,Clear,State Highway,Under Construction,Daylight,Police Checkpost,36,72,Male,,Yes,Intersection
Uttar Pradesh,Unknown,2020,October,Tuesday,2:34,Fatal,4,Car,6,1,Rainy,Village Road,Under Construction,Dark,Police Checkpost,52,27,Male,Valid,No,Straight Road
Tripura,Mangalore,2018,June,Tuesday,8:26,Minor,2,Cycle,3,5,Stormy,National Highway,Under Construction,Dusk,Signals,65,28,Female,Expired,No,Curve
Odisha,Unknown,2020,November,Monday,23:18,Serious,4,Cycle,9,2,Foggy,Urban Road,Dry,Daylight,Signs,77,46,Female,,No,Intersection
Maharashtra,Madurai,2019,August,Wednesday,3:03,Serious,4,Cycle,7,0,Foggy,State Highway,Under Construction,Dark,Signs,109,62,Male,Expired,Yes,Straight Road
Telangana,Unknown,2019,November,Saturday,7:41,Fatal,5,Cycle,4,2,Clear,Village Road,Under Construction,Daylight,Signs,108,34,Male,Valid,No,Intersection
Uttarakhand,Unknown,2021,November,Sunday,6:47,Fatal,2,Truck,3,4,Stormy,National Highway,Under Construction,Dusk,Signals,67,37,Male,,No,Straight Road
Karnataka,Coimbatore,2023,June,Sunday,12:00,Serious,2,Truck,3,1,Rainy,National Highway,Under Construction,Dawn,Police Checkpost,50,43,Female,,Yes,Curve
Rajasthan,Unknown,2023,November,Sunday,11:49,Fatal,2,Cycle,7,5,Foggy,Village Road,Damaged,Dusk,Signals,92,27,Male,Expired,No,Straight Road
Chandigarh,Unknown,2022,July,Tuesday,11:59,Serious,5,Cycle,1,2,Rainy,National Highway,Under Construction,Dark,Police Checkpost,41,46,Male,Expired,No,Curve
Delhi,Madurai,2022,November,Friday,21:50,Fatal,5,Truck,8,1,Clear,State Highway,Damaged,Dark,Signs,111,60,Female,Expired,No,Intersection
Bihar,Unknown,2019,February,Monday,14:14,Minor,3,Car,1,2,Stormy,National Highway,Under Construction,Dark,Signals,57,63,Male,Valid,Yes,Bridge
Jammu and Kashmir,Unknown,2020,April,Sunday,8:37,Fatal,4,Two-Wheeler,5,2,Stormy,State Highway,Under Construction,Dark,,120,52,Female,,Yes,Intersection
Chhattisgarh,Tirupati,2022,January,Tuesday,2:43,Fatal,5,Auto-Rickshaw,9,3,Foggy,National Highway,Wet,Daylight,Signs,120,46,Female,,No,Bridge
Jharkhand,Visakhapatnam,2020,December,Saturday,10:42,Fatal,5,Truck,8,3,Rainy,State Highway,Under Construction,Dusk,Police Checkpost,112,18,Female,,Yes,Intersection
Tamil Nadu,Unknown,2022,January,Tuesday,17:16,Minor,4,Car,4,4,Stormy,State Highway,Under Construction,Dusk,Signs,54,57,Female,,No,Intersection
Chandigarh,Dwarka,2020,April,Friday,3:23,Fatal,3,Cycle,3,0,Clear,State Highway,Dry,Daylight,,56,36,Male,Valid,No,Intersection
Kerala,Coimbatore,2022,April,Sunday,14:17,Serious,1,Two-Wheeler,8,3,Stormy,Village Road,Dry,Dawn,Police Checkpost,102,35,Female,Valid,No,Straight Road
Assam,Nagpur,2018,March,Friday,16:07,Fatal,2,Two-Wheeler,2,3,Clear,National Highway,Under Construction,Dusk,,115,62,Male,Valid,No,Curve
Andhra Pradesh,Visakhapatnam,2019,October,Friday,3:52,Serious,3,Car,11,2,Stormy,State Highway,Under Construction,Daylight,Signals,60,58,Male,Expired,Yes,Intersection
Mizoram,Unknown,2022,November,Thursday,20:07,Minor,2,Two-Wheeler,1,3,Rainy,National Highway,Damaged,Dusk,,107,35,Male,,Yes,Straight Road
Puducherry,Mysore,2020,November,Sunday,17:51,Minor,2,Car,1,5,Clear,National Highway,Dry,Dark,Signs,57,69,Male,Valid,Yes,Bridge
Chhattisgarh,Unknown,2019,August,Friday,1:52,Serious,5,Two-Wheeler,6,0,Rainy,Village Road,Under Construction,Dusk,Signals,113,46,Male,,No,Curve
Meghalaya,Unknown,2021,February,Tuesday,3:09,Minor,5,Truck,9,2,Stormy,State Highway,Dry,Daylight,,41,20,Female,Valid,No,Straight Road
Kerala,Unknown,2023,July,Saturday,3:33,Serious,4,Truck,5,1,Foggy,State Highway,Under Construction,Dawn,Police Checkpost,55,27,Male,Expired,Yes,Intersection
Rajasthan,Unknown,2021,March,Friday,19:09,Serious,4,Bus,6,0,Stormy,Urban Road,Dry,Dawn,Signs,40,58,Male,,No,Curve
Uttarakhand,Unknown,2019,December,Monday,19:26,Fatal,5,Auto-Rickshaw,2,3,Rainy,State Highway,Under Construction,Dawn,Signs,91,49,Female,,Yes,Curve
Madhya Pradesh,Rohini,2019,November,Tuesday,12:25,Minor,5,Truck,1,2,Hazy,Urban Road,Dry,Dawn,Signs,34,46,Male,Expired,No,Intersection
Meghalaya,Unknown,2021,January,Sunday,16:11,Serious,2,Car,6,5,Rainy,State Highway,Wet,Dawn,Signs,106,43,Female,,No,Curve
Haryana,Unknown,2020,October,Friday,5:08,Fatal,4,Car,3,2,Stormy,Village Road,Damaged,Daylight,Signs,120,66,Male,Expired,No,Straight Road
Tamil Nadu,Unknown,2022,March,Sunday,12:26,Serious,2,Auto-Rickshaw,2,1,Rainy,State Highway,Under Construction,Dusk,Signs,90,24,Male,Expired,No,Straight Road
Madhya Pradesh,Unknown,2020,January,Friday,2:43,Serious,4,Truck,7,2,Rainy,Village Road,Under Construction,Daylight,Signs,110,45,Male,Expired,No,Intersection
Maharashtra,Unknown,2022,January,Saturday,2:30,Minor,4,Car,6,2,Stormy,Village Road,Under Construction,Dark,Police Checkpost,78,41,Male,Valid,Yes,Bridge
Haryana,Jodhpur,2019,February,Tuesday,10:48,Fatal,5,Cycle,5,1,Rainy,Village Road,Dry,Dusk,Signals,92,37,Female,Valid,No,Bridge
Tripura,Unknown,2019,March,Wednesday,9:52,Minor,2,Auto-Rickshaw,2,3,Stormy,National Highway,Damaged,Daylight,Police Checkpost,82,23,Female,,No,Bridge
Assam,Unknown,2020,March,Tuesday,6:37,Fatal,5,Bus,-1,1,Clear,State Highway,Dry,Dark,,37,62,Male,,No,Straight Road
Meghalaya,Unknown,2022,November,Sunday,22:19,Serious,2,Auto-Rickshaw,10,0,Clear,State Highway,Under Construction,Daylight,Signs,44,53,Male,Expired,No,Straight Road
Kerala,Unknown,2020,February,Friday,6:53,Fatal,4,Cycle,5,2,Foggy,National Highway,Under Construction,Dark,Signals,110,25,Male,Valid,Yes,Intersection
Maharashtra,Unknown,2019,December,Saturday,22:52,Minor,1,Car,3,1,Stormy,Village Road,Dry,Dusk,Signs,104,51,Male,Valid,No,Bridge
Himachal Pradesh,Unknown,2022,June,Monday,8:07,Serious,1,Auto-Rickshaw,8,0,Hazy,National Highway,Dry,Daylight,Signals,41,68,Male,Expired,Yes,Intersection
Jammu and Kashmir,Unknown,2019,November,Sunday,13:21,Serious,5,Two-Wheeler,8,5,Stormy,National Highway,Dry,Dusk,Signs,48,36,Male,,Yes,Intersection
